ID,Name,Gender,Age,Height (cm),Weight (kg),Country,Continent,Year,Season,Sport,Event,Medal
275,Anand Amritraj,Male,24,190,95,France,Europe,1988,Summer,Weightlifting,Women's 58kg,
276,Vijay Amritraj,Female,29,183,119,France,Europe,1988,Summer,Basketball,Women's Tournament,
277,Chetan Baboor,Male,28,181,92,UK,Europe,1988,Summer,Football,Women's Football,Silver
278,Deepankar Bhattacharya,Female,29,185,72,Canada,North America,1988,Summer,Football,Men's Football,
279,Mahesh Bhupathi,Male,38,195,98,Spain,Europe,1988,Winter,Ice Hockey,Women's Ice Hockey,Silver
280,Ali Athar Fyzee,Female,25,196,74,Russia,Europe,1988,Winter,Ice Hockey,Women's Ice Hockey,
281,Sujay Ghorpade,Male,23,174,66,Italy,Europe,1988,Summer,Swimming,100m Freestyle,
282,S. M. Hadi,Female,26,168,82,Italy,Europe,1988,Summer,Basketball,Women's Tournament,Gold
283,Sydney Jacob,Male,38,159,75,South Africa,Africa,1988,Summer,Athletics,100m Sprint,Bronze
284,Ramesh Krishnan,Female,23,173,104,South Korea,Asia,1988,Summer,Athletics,Marathon,
285,Vimal Kumar,Female,28,154,65,USA,North America,1988,Summer,Swimming,100m Freestyle,Silver
286,Kamlesh Mehta,Female,21,191,55,France,Europe,1988,Summer,Football,Men's Football,
287,Leander Paes,Male,28,165,90,Italy,Europe,1988,Summer,Athletics,Marathon,Gold
288,Donald Rutnam,Female,30,157,69,India,Asia,1988,Winter,Ice Hockey,Men's Ice Hockey,
289,Mohammed Sleem,Male,40,189,92,South Africa,Africa,1988,Summer,Athletics,200m Sprint,Gold
290,Ángel Bello,Female,19,154,88,Canada,North America,1988,Summer,Football,Men's Football,
291,Claudio Pafundi,Female,29,166,96,Canada,North America,1988,Summer,Gymnastics,Vault,
292,Maureen Adams,Female,35,173,104,USA,North America,1988,Summer,Basketball,Men's Tournament,
293,Deonne Bridger,Male,18,178,81,Canada,North America,1988,Summer,Weightlifting,Women's 58kg,Gold
294,Terry Donovan,Male,28,152,91,Russia,Europe,1988,Summer,Swimming,200m Butterfly,
295,Myfanwy Matthews,Male,30,163,107,USA,North America,1988,Winter,Skiing,Cross-Country,Bronze
296,Carole Toy,Male,22,156,94,Germany,Europe,1988,Summer,Gymnastics,Floor Exercise,
297,David Anear,Female,33,179,70,Russia,Europe,1988,Summer,Swimming,100m Freestyle,Silver
298,Christopher Blake,Female,24,199,91,India,Asia,1988,Winter,Ice Hockey,Women's Ice Hockey,
299,Scott Dumbrell,Female,20,183,81,India,Asia,1988,Winter,Skiing,Cross-Country,Silver
300,Simon Fairweather,Female,21,178,60,Italy,Europe,1988,Summer,Weightlifting,Men's 77kg,
301,Jackson Fear,Female,23,164,67,Brazil,South America,1988,Winter,Skiing,Alpine Skiing,
302,Matt Gray,Male,23,161,50,Japan,Asia,1988,Winter,Skiing,Alpine Skiing,
303,Grant Greenham,Female,35,187,96,UK,Europe,1988,Summer,Swimming,200m Butterfly,Gold
304,Scott Hunter-Russell,Female,26,168,105,Germany,Europe,1988,Winter,Ice Hockey,Women's Ice Hockey,Bronze
305,Terry Reilly,Male,26,182,72,Australia,Oceania,1988,Summer,Swimming,100m Freestyle,
306,Graeme Telford,Male,23,162,110,Canada,North America,1988,Summer,Football,Women's Football,
307,Rodney Wagner,Female,28,155,69,China,Asia,1988,Summer,Basketball,Men's Tournament,
308,Ursula Valenta,Male,32,175,52,UK,Europe,1988,Summer,Athletics,200m Sprint,
309,Peter Mitterer,Male,20,195,90,USA,North America,1988,Summer,Gymnastics,Vault,
310,Oswald Probst,Male,19,177,120,Germany,Europe,1988,Summer,Swimming,100m Freestyle,Silver
311,Marie-Claire Van Stevens,Male,32,184,62,Russia,Europe,1988,Summer,Swimming,200m Butterfly,Silver
312,Raymonda Verlinden,Female,40,152,116,Canada,North America,1988,Winter,Skiing,Cross-Country,
313,Alphonse Allaert,Male,34,184,115,Australia,Oceania,1988,Winter,Skiing,Alpine Skiing,
314,André Baeyens,Male,36,183,61,South Korea,Asia,1988,Summer,Athletics,100m Sprint,Bronze
315,Pierre Blacks,Male,20,155,82,Germany,Europe,1988,Summer,Basketball,Men's Tournament,
316,Edmond Cloetens,Male,21,159,70,Spain,Europe,1988,Winter,Ice Hockey,Men's Ice Hockey,Silver
317,Robert Cogniaux,Male,18,199,116,UK,Europe,1988,Summer,Swimming,200m Butterfly,
318,Jos Daman,Female,19,181,115,Germany,Europe,1988,Summer,Swimming,100m Freestyle,
319,Victor De Knibber,Male,18,153,86,South Korea,Asia,1988,Summer,Gymnastics,Vault,
320,Patrick De Koning,Female,26,176,105,Spain,Europe,1988,Summer,Athletics,100m Sprint,Silver
321,Jérôme De Mayer,Male,25,154,86,India,Asia,1988,Summer,Athletics,100m Sprint,Gold
322,Louis Delcon,Male,20,162,69,USA,North America,1988,Summer,Football,Women's Football,Gold
323," Druart, Jr.",Male,26,188,50,China,Asia,1988,Summer,Football,Men's Football,
324,Louis Fierens,Male,32,156,50,Germany,Europe,1988,Summer,Swimming,100m Freestyle,Gold
325,Firmin Flamand,Male,21,189,84,India,Asia,1988,Summer,Gymnastics,Floor Exercise,Bronze
326,Emmanuel Foulon,Female,36,177,91,UK,Europe,1988,Winter,Ice Hockey,Men's Ice Hockey,Bronze
327,Joseph Hermans,Female,19,184,67,China,Asia,1988,Summer,Athletics,200m Sprint,
328,Francis Notenboom,Female,20,183,57,Italy,Europe,1988,Summer,Athletics,Marathon,Bronze
329,Louis Van Beeck,Female,35,188,66,Japan,Asia,1988,Summer,Swimming,100m Freestyle,
330,Louis Van De Perck,Female,39,161,78,Germany,Europe,1988,Summer,Gymnastics,Vault,Bronze
331,Auguste Van De Verre,Female,24,184,105,South Korea,Asia,1988,Winter,Skiing,Cross-Country,Bronze
332,Willy Van Den Bossche,Female,31,162,62,Italy,Europe,1988,Summer,Football,Women's Football,
333,Hubert Van Innis,Male,38,200,76,Russia,Europe,1988,Summer,Weightlifting,Women's 58kg,Gold
334,Edmond Van Moer,Male,39,182,64,Italy,Europe,1988,Summer,Athletics,Marathon,Silver
335,Pierre Van Tilt,Male,32,155,68,UK,Europe,1988,Summer,Athletics,100m Sprint,
336,Paul Vermeiren,Female,25,156,91,South Africa,Africa,1988,Summer,Basketball,Women's Tournament,Gold
337,Marnix Vervinck,Female,36,150,70,Germany,Europe,1988,Summer,Athletics,Marathon,
338,Karma Chhoden,Female,34,168,81,France,Europe,1988,Winter,Ice Hockey,Men's Ice Hockey,
339,Sonam Chuki,Male,37,165,96,Italy,Europe,1988,Summer,Weightlifting,Men's 77kg,
340,Rinzi Lham,Male,25,189,86,France,Europe,1988,Summer,Gymnastics,Vault,Bronze
341,Namgyal Lhamu,Male,33,183,55,Russia,Europe,1988,Winter,Skiing,Cross-Country,
342,Pem Tshering,Male,34,193,62,South Africa,Africa,1988,Winter,Ice Hockey,Women's Ice Hockey,
343,Karma Tshomo,Female,27,189,78,South Korea,Asia,1988,Summer,Swimming,100m Freestyle,Silver
344,Ugyen Ugyen,Male,23,153,70,UK,Europe,1988,Winter,Skiing,Cross-Country,Gold
345,Thinley Dorji,Female,22,198,88,Australia,Oceania,1988,Summer,Gymnastics,Vault,
346,Jubzang Jubzang,Female,40,168,52,South Africa,Africa,1988,Summer,Football,Women's Football,
347,Nawang-Dash Pelzang,Male,27,154,119,South Africa,Africa,1988,Winter,Skiing,Alpine Skiing,Silver
348,Karma Tenzin,Female,25,155,93,Brazil,South America,1988,Winter,Ice Hockey,Women's Ice Hockey,Bronze
349,Jigme Tshering,Female,29,160,51,Japan,Asia,1988,Winter,Skiing,Cross-Country,
350,Lhendup Tshering,Male,32,170,111,Brazil,South America,1988,Winter,Ice Hockey,Men's Ice Hockey,
351,Pema Tshering,Female,18,180,114,France,Europe,1988,Summer,Swimming,100m Freestyle,
352,Volha Yakusheva,Male,33,187,101,Italy,Europe,1988,Summer,Football,Women's Football,Bronze
353,Volha Zabuhina-Moroz,Female,20,163,107,Germany,Europe,1988,Summer,Athletics,Marathon,Silver
354,Arci Kempner,Female,19,199,62,China,Asia,1988,Winter,Skiing,Cross-Country,
355,Jorge Azevedo,Female,39,164,97,Australia,Oceania,1988,Summer,Basketball,Men's Tournament,
356,Renato Dutra e Mello,Male,36,194,97,India,Asia,1988,Summer,Swimming,200m Butterfly,Gold
357,Vítor Krieger,Male,32,200,74,Australia,Oceania,1988,Summer,Basketball,Women's Tournament,
358,Tsvetanka Stoycheva,Female,18,164,54,Italy,Europe,1988,Summer,Football,Women's Football,
359,Ivan Ivanov,Male,34,184,86,Japan,Asia,1988,Summer,Athletics,200m Sprint,Gold
360,Petko Kichev,Female,33,191,119,India,Asia,1988,Summer,Athletics,100m Sprint,
361,Stefan Mlyakov,Male,40,152,56,USA,North America,1988,Summer,Basketball,Women's Tournament,Bronze
362,Wanda Allan-Sadegur,Female,20,160,113,Russia,Europe,1988,Summer,Swimming,100m Freestyle,Gold
363,Brenda Cuming,Female,32,183,96,Germany,Europe,1988,Winter,Ice Hockey,Men's Ice Hockey,
364,Mary Grant,Male,19,195,115,Russia,Europe,1988,Summer,Basketball,Men's Tournament,Silver
365,Linda Kazienko,Male,37,173,67,Russia,Europe,1988,Summer,Weightlifting,Men's 77kg,
366,Lucille Lemay,Female,27,169,50,China,Asia,1988,Winter,Skiing,Alpine Skiing,
367,Vi Muir,Female,39,181,94,Spain,Europe,1988,Winter,Ice Hockey,Men's Ice Hockey,
368,Marjory Saunders,Female,26,171,84,Germany,Europe,1988,Summer,Athletics,200m Sprint,Gold
369,Sylvain Cadieux,Male,26,156,84,South Korea,Asia,1988,Summer,Athletics,Marathon,
370,Denis Canuel,Male,34,161,92,India,Asia,1988,Summer,Athletics,200m Sprint,Bronze
371,Daniel Desnoyers,Male,22,156,104,Spain,Europe,1988,Winter,Ice Hockey,Men's Ice Hockey,Bronze
372,Elmer Ewert,Male,33,164,101,Canada,North America,1988,Summer,Basketball,Women's Tournament,Silver
373,Ed Gamble,Male,28,190,96,Spain,Europe,1988,Summer,Gymnastics,Floor Exercise,Gold
374,Don Jackson,Male,25,194,102,South Korea,Asia,1988,Winter,Skiing,Cross-Country,
375,Dave Mann,Male,29,172,72,India,Asia,1988,Winter,Skiing,Alpine Skiing,
376,John McDonald,Male,20,186,103,Australia,Oceania,1988,Summer,Swimming,100m Freestyle,
377,Wayne Pullen,Male,26,159,53,USA,North America,1988,Winter,Ice Hockey,Men's Ice Hockey,Gold
378,Jeannot Robitaille,Male,23,166,58,South Africa,Africa,1988,Summer,Swimming,100m Freestyle,
379,Claude Rousseau,Male,23,192,102,China,Asia,1988,Summer,Football,Women's Football,
380,Rob Rusnov,Female,26,166,82,Italy,Europe,1988,Summer,Gymnastics,Floor Exercise,
381,Kevin Sally,Male,29,196,83,South Africa,Africa,1988,Summer,Gymnastics,Vault,Gold
382,He Ying,Female,31,197,96,Brazil,South America,1988,Summer,Basketball,Women's Tournament,
383,Li Lingjuan,Male,32,159,52,USA,North America,1988,Summer,Athletics,100m Sprint,Gold
384,Ma Xiangjun,Female,30,160,88,India,Asia,1988,Summer,Basketball,Men's Tournament,Gold
385,Ma Shaorong,Male,35,190,85,South Africa,Africa,1988,Summer,Swimming,200m Butterfly,Gold
386,Wang Hong,Female,33,191,67,India,Asia,1988,Winter,Ice Hockey,Women's Ice Hockey,
387,Wang Jin,Male,20,175,79,China,Asia,1988,Summer,Gymnastics,Vault,Gold
388,Wang Xiaozhu,Male,34,155,73,India,Asia,1988,Summer,Athletics,100m Sprint,Silver
389,Wu Yanan,Female,38,199,55,South Africa,Africa,1988,Summer,Athletics,Marathon,
390,Yang Jianping,Male,33,176,61,Russia,Europe,1988,Summer,Weightlifting,Men's 77kg,Bronze
391,Yao Yawen,Male,25,185,75,India,Asia,1988,Summer,Swimming,100m Freestyle,
392,Duoji Qiuyun,Female,31,164,118,Australia,Oceania,1988,Winter,Ice Hockey,Men's Ice Hockey,Silver
393,Feng Zemin,Male,24,196,86,Canada,North America,1988,Winter,Ice Hockey,Women's Ice Hockey,Silver
394,Fu Shengjun,Male,30,152,110,Canada,North America,1988,Summer,Weightlifting,Women's 58kg,
395,Hao Wei,Male,27,162,84,France,Europe,1988,Summer,Swimming,100m Freestyle,
396,Liang Qiang,Male,28,153,79,South Korea,Asia,1988,Summer,Athletics,200m Sprint,Bronze
397,Liang Qiuzhong,Female,40,161,92,Italy,Europe,1988,Summer,Athletics,Marathon,Silver
398,Luo Hengyu,Female,37,191,75,Spain,Europe,1988,Summer,Weightlifting,Women's 58kg,Gold
399,Ru Guang,Male,36,167,103,USA,North America,1988,Summer,Swimming,100m Freestyle,Silver
400,Shen Jun,Male,21,192,56,Japan,Asia,1988,Summer,Football,Women's Football,Bronze
401,Tang Hua,Female,28,180,80,Japan,Asia,1990,Summer,Athletics,200m Sprint,
402,Ba Yongshan,Female,20,182,99,Brazil,South America,1990,Winter,Ice Hockey,Men's Ice Hockey,Silver
403,Zhang Zheng,Female,22,195,92,UK,Europe,1990,Summer,Football,Men's Football,
404,María Echevarría,Female,36,186,72,France,Europe,1990,Summer,Gymnastics,Vault,Silver
405,Juan Echevarría,Male,38,168,90,Spain,Europe,1990,Summer,Weightlifting,Women's 58kg,Bronze
406,Patricia Obregón,Female,39,175,73,UK,Europe,1990,Summer,Weightlifting,Men's 77kg,Bronze
407,Luis González,Male,37,183,65,Spain,Europe,1990,Winter,Ice Hockey,Women's Ice Hockey,Gold
408,Jorge Murillo,Female,28,180,53,Australia,Oceania,1990,Summer,Basketball,Women's Tournament,Silver
409,Juan José Wedel,Female,30,164,81,India,Asia,1990,Winter,Ice Hockey,Men's Ice Hockey,Silver
410,Simos Simonis,Female,22,162,107,Italy,Europe,1990,Summer,Weightlifting,Women's 58kg,
411,Lilli Lentz,Male,19,160,62,Japan,Asia,1990,Summer,Football,Women's Football,Silver
412,Erna Rahbek Pedersen,Male,27,196,82,Italy,Europe,1990,Summer,Basketball,Women's Tournament,
413,Herluf Andersen,Male,22,172,85,Germany,Europe,1990,Summer,Weightlifting,Men's 77kg,Silver
414,Arne Jacobsen,Female,27,160,62,Australia,Oceania,1990,Winter,Skiing,Alpine Skiing,
415,Jan Jacobsen,Male,32,174,51,South Korea,Asia,1990,Winter,Ice Hockey,Women's Ice Hockey,
416,Ole Gammelgaard Nielsen,Female,37,164,99,Spain,Europe,1990,Summer,Football,Women's Football,Gold
417,Jan Rytter,Female,38,177,69,Italy,Europe,1990,Summer,Gymnastics,Floor Exercise,Gold
418,Henrik Kromann Toft,Female,28,151,108,Germany,Europe,1990,Summer,Weightlifting,Women's 58kg,Bronze
419,Teresa Fernández,Male,21,200,117,India,Asia,1990,Winter,Skiing,Cross-Country,Silver
420,Ascensión Guerra,Male,24,179,98,Japan,Asia,1990,Summer,Swimming,200m Butterfly,
421,Montserrat Martín,Female,29,168,76,Spain,Europe,1990,Summer,Gymnastics,Floor Exercise,
422,María Teresa Romero,Female,18,165,117,Spain,Europe,1990,Winter,Ice Hockey,Men's Ice Hockey,Bronze
423,María Teresa Valdés,Male,19,153,87,Italy,Europe,1990,Summer,Athletics,200m Sprint,Bronze
424,Juan Carlos Holgado,Female,32,154,75,Spain,Europe,1990,Summer,Swimming,100m Freestyle,Silver
425,Manuel Jiménez,Female,18,183,117,Italy,Europe,1990,Summer,Gymnastics,Vault,
426,Alfonso Menéndez,Female,22,162,81,South Africa,Africa,1990,Summer,Athletics,Marathon,Bronze
427,Francisco Peralta,Female,38,185,95,Canada,North America,1990,Summer,Football,Women's Football,Gold
428,José Prieto,Female,24,192,78,Russia,Europe,1990,Summer,Athletics,200m Sprint,
429,Emilio Ramos,Female,33,194,87,Australia,Oceania,1990,Summer,Basketball,Women's Tournament,
430,Manuel Rubio,Female,21,172,110,Australia,Oceania,1990,Summer,Athletics,100m Sprint,Silver
431,Antonio Vázquez,Male,31,177,109,Australia,Oceania,1990,Summer,Athletics,200m Sprint,
432,Raul Kivilo,Male,18,163,53,Japan,Asia,1990,Summer,Basketball,Men's Tournament,Gold
433,Minna Heinonen,Female,20,180,62,Brazil,South America,1990,Summer,Athletics,100m Sprint,Bronze
434,Carita Jussila,Female,22,170,69,USA,North America,1990,Summer,Athletics,100m Sprint,Bronze
435,Päivi Meriluoto-Aaltonen,Male,38,191,55,Japan,Asia,1990,Summer,Swimming,100m Freestyle,Silver
436,Jutta Poikolainen,Male,33,170,103,Australia,Oceania,1990,Summer,Swimming,100m Freestyle,
437,Ulla Rantala,Male,32,170,111,Germany,Europe,1990,Summer,Weightlifting,Women's 58kg,
438,Ismo Falck,Male,33,163,106,Brazil,South America,1990,Summer,Football,Men's Football,Gold
439,Olavi Laurila,Female,26,172,60,Germany,Europe,1990,Summer,Swimming,200m Butterfly,Gold
440,Jari Lipponen,Female,34,173,75,Italy,Europe,1990,Summer,Weightlifting,Women's 58kg,Gold
441,Kauko Laasonen,Female,21,177,106,Spain,Europe,1990,Summer,Athletics,Marathon,Silver
442,Kyösti Laasonen,Male,32,183,104,Australia,Oceania,1990,Winter,Ice Hockey,Women's Ice Hockey,
443,Tomi Poikolainen,Female,24,165,90,Russia,Europe,1990,Summer,Swimming,200m Butterfly,
444,Jorma Sandelin,Female,31,172,94,Australia,Oceania,1990,Winter,Ice Hockey,Men's Ice Hockey,
445,Markku Syrjälä,Male,29,180,99,South Korea,Asia,1990,Summer,Weightlifting,Women's 58kg,
446,Tommi Tuovila,Female,31,185,118,China,Asia,1990,Summer,Weightlifting,Women's 58kg,Bronze
447,Pentti Vikström,Male,30,152,114,Canada,North America,1990,Summer,Basketball,Men's Tournament,
448,Marie-Josée Bazin,Male,24,157,52,India,Asia,1990,Winter,Ice Hockey,Women's Ice Hockey,Gold
449,Séverine Bonal,Female,38,195,73,South Africa,Africa,1990,Summer,Basketball,Women's Tournament,Bronze
450,Pierrette Dame,Female,34,176,89,South Korea,Asia,1990,Winter,Skiing,Cross-Country,Bronze
451,Herrad Frey,Female,37,173,99,India,Asia,1990,Summer,Weightlifting,Men's 77kg,
452,Christine Gabillard,Female,33,194,101,Brazil,South America,1990,Winter,Skiing,Cross-Country,Bronze
453,Nathalie Hibon,Male,27,151,84,France,Europe,1990,Summer,Football,Women's Football,Gold
454,Catherine Pellen,Female,35,195,51,Italy,Europe,1990,Summer,Swimming,200m Butterfly,
455,Marie-Christine Ventrillon,Female,26,162,69,France,Europe,1990,Summer,Swimming,100m Freestyle,Silver
456,Charles Aubras,Male,35,177,76,Germany,Europe,1990,Summer,Swimming,100m Freestyle,Gold
457,Édouard Beaudoin,Female,39,170,85,Japan,Asia,1990,Summer,Weightlifting,Men's 77kg,Silver
458,Henri Berton,Female,27,160,120,South Korea,Asia,1990,Summer,Athletics,200m Sprint,Silver
459,Julien Brulé,Female,27,157,66,South Africa,Africa,1990,Summer,Weightlifting,Men's 77kg,
460,Gustave Cabaret,Male,18,180,73,Australia,Oceania,1990,Summer,Athletics,100m Sprint,Silver
461,Alain Convard,Male,38,174,69,Brazil,South America,1990,Summer,Swimming,200m Butterfly,Gold
462,Albert Dauchez,Female,31,185,65,South Korea,Asia,1990,Summer,Swimming,100m Freestyle,Bronze
463,Jean-Louis de la Croix,Female,36,173,51,Germany,Europe,1990,Summer,Football,Men's Football,Silver
464, Denet,Female,29,162,81,France,Europe,1990,Summer,Gymnastics,Vault,Gold
465,Gérard Douis,Female,38,180,67,Spain,Europe,1990,Summer,Basketball,Women's Tournament,
466,Jacques Doyen,Male,28,184,101,France,Europe,1990,Summer,Athletics,200m Sprint,
467,Léon Epin,Male,35,159,104,China,Asia,1990,Summer,Gymnastics,Vault,
468,Pascal Fauvel,Female,38,186,83,South Africa,Africa,1990,Summer,Gymnastics,Floor Exercise,Silver
469,Bruno Felipe,Female,31,187,104,China,Asia,1990,Winter,Skiing,Cross-Country,
470,Émile Fisseux,Female,22,153,112,Italy,Europe,1990,Winter,Skiing,Cross-Country,
471,Sébastien Flûte,Male,40,179,100,Australia,Oceania,1990,Summer,Basketball,Men's Tournament,
472,Claude Franclet,Male,29,198,106,Australia,Oceania,1990,Summer,Swimming,200m Butterfly,
473, Galinard,Female,21,161,111,Japan,Asia,1990,Winter,Skiing,Cross-Country,
474,Louis Glineur,Male,39,187,115,South Africa,Africa,1990,Summer,Gymnastics,Vault,Bronze
475,Eugène Grisot,Female,29,174,94,South Africa,Africa,1990,Summer,Weightlifting,Men's 77kg,
476,Émile Grumiaux,Female,20,178,62,Germany,Europe,1990,Winter,Skiing,Alpine Skiing,Silver
477,Olivier Heck,Female,36,184,94,Australia,Oceania,1990,Summer,Weightlifting,Men's 77kg,
478,Henri Helle,Male,20,153,113,Japan,Asia,1990,Summer,Athletics,200m Sprint,Silver
479,Henri Hérouin,Male,38,181,66,Brazil,South America,1990,Summer,Basketball,Women's Tournament,Silver
480,Oscar Jay,Male,33,179,88,India,Asia,1990,Winter,Ice Hockey,Men's Ice Hockey,
481,Albert le Tyrant,Female,18,160,57,Australia,Oceania,1990,Summer,Weightlifting,Women's 58kg,Gold
482, Lecomte,Female,28,166,94,Canada,North America,1990,Summer,Swimming,100m Freestyle,
483,Louis-Henry Lemirre,Male,34,185,119,Germany,Europe,1990,Summer,Athletics,Marathon,Bronze
484,Paul Leroy,Female,33,200,76,Japan,Asia,1990,Summer,Swimming,200m Butterfly,
485,Damien Letulle,Male,33,186,97,South Korea,Asia,1990,Summer,Basketball,Women's Tournament,Gold
486,Philippe Loyen,Female,33,193,54,Spain,Europe,1990,Summer,Swimming,100m Freestyle,
487,Arthur Mabillon,Male,19,168,66,USA,North America,1990,Winter,Ice Hockey,Men's Ice Hockey,Gold
488,Émile Mercier,Male,18,180,116,France,Europe,1990,Summer,Swimming,200m Butterfly,Gold
489,Eugène Mougin,Female,35,171,65,Brazil,South America,1990,Summer,Basketball,Men's Tournament,Gold
490,Frédéric Petit,Male,28,158,87,Spain,Europe,1990,Summer,Basketball,Men's Tournament,Silver
491,Alfred Poupart,Male,28,178,77,Japan,Asia,1990,Summer,Basketball,Women's Tournament,
492,Léonce Quentin,Male,29,150,112,Spain,Europe,1990,Summer,Football,Women's Football,Gold
493,Charles Quervel,Female,21,193,77,Canada,North America,1990,Summer,Basketball,Men's Tournament,
